"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:21.165; ;2018-07-30 16:16;no;no;1532959949274;
3x3x3;00:28.000; ;2018-07-30 16:13;no;no;1532959949274;
3x3x3;00:22.284; ;2018-07-30 16:13;no;no;1532959949274;
3x3x3;00:16.676; ;2018-07-30 16:13;no;no;1532959949274;
3x3x3;00:20.031;;2018-05-23 16:17;no;no;1527084831609;
3x3x3;00:26.146;;2018-05-23 16:10;no;no;1527082548129;
3x3x3;00:27.377;;2018-05-23 16:08;no;no;1527082548129;
3x3x3;00:27.517;;2018-05-23 16:07;no;no;1527082548129;
3x3x3;00:27.283;;2018-05-23 16:06;no;no;1527082548129;
3x3x3;00:25.501;;2018-05-23 16:03;no;no;1527082548129;
3x3x3;00:27.089;;2018-05-23 16:02;no;no;1527082548129;
3x3x3;00:26.013;;2018-05-23 15:55;no;no;1527082548129;
3x3x3;00:24.627;;2018-05-23 15:48;no;no;1527082548129;
3x3x3;00:25.408;;2018-05-23 15:44;no;no;1527082548129;
3x3x3;00:26.261;;2018-05-23 15:40;no;no;1527082548129;
3x3x3;00:29.797;;2018-05-23 15:37;no;no;1527082548129;
3x3x3;00:26.179;;2017-11-24 21:34;no;no;1511554746819;
3x3x3;00:28.907;;2017-11-24 21:33;no;no;1511554746819;
3x3x3;00:30.836;;2017-11-24 21:30;no;no;1511554746819;
3x3x3;00:23.162;;2017-11-24 21:28;no;no;1511554746819;
3x3x3;00:27.303;;2017-11-24 21:26;no;no;1511554746819;
3x3x3;00:33.385;;2017-11-24 21:25;no;no;1511554746819;
3x3x3;00:29.158;;2017-11-24 21:24;no;no;1511554746819;
3x3x3;00:23.334;;2017-11-24 21:23;no;no;1511554746819;
3x3x3;00:23.053;;2017-11-24 21:22;no;no;1511554746819;
3x3x3;00:32.430;;2017-11-24 21:21;no;no;1511554746819;
3x3x3;00:29.202;;2017-11-24 21:20;no;no;1511554746819;
3x3x3;00:17.399; ;2017-11-17 22:16;no;no;1510950576928;
3x3x3;00:22.665;;2017-11-17 22:15;no;no;1510950576928;
3x3x3;00:26.120;;2017-11-17 22:12;no;no;1510950576928;
3x3x3;00:28.761;;2017-11-17 22:11;no;no;1510950576928;
3x3x3;00:29.870;;2017-11-17 22:10;no;no;1510950576928;
3x3x3;00:26.408;;2017-11-17 22:09;no;no;1510950576928;
3x3x3;00:18.428;;2017-11-17 22:08;no;no;1510950576928;
3x3x3;00:23.621;;2017-11-17 22:07;no;no;1510950576928;
3x3x3;00:24.651;;2017-11-17 22:05;no;no;1510950576928;
3x3x3;00:23.878;;2017-11-17 22:04;no;no;1510950576928;
3x3x3;00:21.964;;2017-11-17 22:04;no;no;1510950576928;
3x3x3;00:28.291;;2017-11-17 22:03;no;no;1510950576928;
3x3x3;00:29.489;;2017-11-17 21:59;no;no;1510950576928;
3x3x3;00:28.395;;2017-11-17 21:58;no;no;1510950576928;
3x3x3;00:21.787;;2017-11-17 21:57;no;no;1510950576928;
3x3x3;00:28.616;;2017-11-17 21:56;no;no;1510950576928;
3x3x3;00:23.150;;2017-11-17 21:55;no;no;1510950576928;
3x3x3;00:26.980;;2017-11-17 21:54;no;no;1510950576928;
3x3x3;00:24.269;;2017-11-17 21:53;no;no;1510950576928;
3x3x3;00:29.637;;2017-11-17 21:51;no;no;1510950576928;
3x3x3;00:23.284;;2017-11-17 21:50;no;no;1510950576928;
3x3x3;00:25.451;;2017-11-17 21:49;no;no;1510950576928;
3x3x3;00:25.475;;2017-11-17 21:47;no;no;1510950576928;
3x3x3;00:30.766;;2017-11-17 21:43;no;no;1510950576928;
3x3x3;00:29.772;;2017-11-17 21:42;no;no;1510950576928;
3x3x3;00:31.220;;2017-11-17 21:41;no;no;1510950576928;
3x3x3;00:20.296;;2017-11-17 21:40;no;no;1510950576928;
3x3x3;00:29.935;;2017-11-17 21:32;no;yes;1510950576928;
4x4x4;02:04.096;;2018-11-15 14:14;no;no;1542281832389;
4x4x4;02:06.893;;2018-11-15 14:12;no;no;1542281832389;
4x4x4;01:46.609;;2018-11-15 14:09;no;no;1542281832389;
4x4x4;02:02.317;;2018-11-15 14:07;no;no;1542281832389;
4x4x4;02:06.010;;2018-10-25 17:37;no;no;1540479581434;
4x4x4;01:48.072;;2018-10-25 17:34;no;no;1540479581434;
4x4x4;02:16.507;;2018-10-25 17:32;no;no;1540479581434;
4x4x4;01:45.520;;2018-10-25 17:28;no;no;1540479581434;
4x4x4;01:51.163;;2018-10-25 17:26;no;no;1540479581434;
4x4x4;02:18.893;;2018-10-25 17:21;no;no;1540479581434;
4x4x4;01:53.853; ;2018-10-25 16:53;no;no;1540470079608;
4x4x4;01:47.777;;2018-10-25 16:21;no;no;1540470079608;
4x4x4;01:57.293;;2018-10-11 14:53;no;no;1539258447949;
4x4x4;02:06.635;;2018-10-11 14:35;no;no;1539258447949;
4x4x4;01:56.979;;2018-10-11 14:32;no;no;1539258447949;
4x4x4;02:23.394;;2018-10-11 14:26;no;no;1539258447949;
4x4x4;01:48.948;;2018-10-11 14:22;no;no;1539258447949;
5x5x5;03:28.479;;2018-10-11 14:50;no;no;1539258447949;
5x5x5;03:39.938;;2018-10-11 14:45;no;no;1539258447949;
5x5x5;04:08.633;;2018-10-09 19:57;no;no;1539107610527;
5x5x5;03:51.427;;2018-10-08 21:55;no;no;1539024362387;
5x5x5;04:43.963;;2018-10-08 21:26;no;no;1539024362387;
5x5x5;04:46.647;;2018-10-08 20:56;no;no;1539024362387;
5x5x5;03:22.683;;2018-10-07 23:32;no;no;1538946043354;
5x5x5;03:56.728;;2018-10-07 23:26;no;no;1538946043354;
5x5x5;03:55.227;;2018-10-07 23:21;no;no;1538946043354;
5x5x5;03:54.347;;2018-10-07 23:15;no;no;1538946043354;
5x5x5;04:24.747;;2018-10-07 23:10;no;no;1538946043354;
5x5x5;03:34.360;;2018-10-07 23:04;no;no;1538946043354;
5x5x5;03:58.588;;2018-10-07 19:41;no;no;1538933775772;
5x5x5;04:29.091;;2018-10-07 17:20;no;no;1538925024347;
5x5x5;03:57.544;;2018-10-07 17:15;no;no;1538925024347;
5x5x5;04:25.744;;2018-10-07 17:08;no;no;1538923354187;
5x5x5;03:37.170;;2018-10-07 17:03;no;no;1538923354187;
5x5x5;04:41.030;;2018-10-07 16:58;no;no;1538923354187;
5x5x5;03:46.725;;2018-10-07 16:52;no;no;1538923354187;
5x5x5;04:01.141;;2018-10-07 16:47;no;no;1538923354187;
5x5x5;04:23.652;;2018-10-07 15:27;no;no;1538904292823;
5x5x5;04:24.043;;2018-10-07 15:22;no;no;1538904292823;
5x5x5;03:30.946;;2018-10-07 15:17;no;no;1538904292823;
5x5x5;03:55.179;;2018-10-07 15:13;no;no;1538904292823;
5x5x5;03:17.115;;2018-10-07 13:19;no;no;1538904292823;
5x5x5;04:13.803;;2018-10-07 13:14;no;no;1538904292823;
5x5x5;03:22.358;;2018-10-07 13:07;no;no;1538904292823;
5x5x5;04:17.831;;2018-10-07 12:27;no;no;1538904292823;
5x5x5;04:10.066;;2018-10-07 12:16;no;no;1538904292823;
5x5x5;04:35.939;;2018-10-07 12:10;no;no;1538904292823;
5x5x5;04:08.594;;2018-10-07 12:03;no;no;1538904292823;
5x5x5;04:15.492;;2018-10-07 11:49;no;no;1538904292823;
5x5x5;03:32.867;;2018-10-07 11:44;no;no;1538904292823;
5x5x5;04:03.873;;2018-10-07 11:39;no;no;1538904292823;
5x5x5;04:06.568;;2018-10-07 11:34;no;no;1538904292823;
5x5x5;04:55.301;;2018-10-07 11:30;no;no;1538904292823;
5x5x5;04:48.759;;2018-10-06 22:54;no;no;1538858274404;
5x5x5;04:58.224;;2018-10-06 22:48;no;no;1538858274404;
5x5x5;04:51.022;;2018-10-06 22:43;no;no;1538858274404;
5x5x5;04:28.804;;2018-10-06 17:51;no;no;1538839156101;
5x5x5;03:53.339;;2018-10-06 17:45;no;no;1538839156101;
5x5x5;04:01.695;;2018-10-06 17:40;no;no;1538839156101;
5x5x5;04:28.299;;2018-10-06 17:35;no;no;1538839156101;
5x5x5;04:19.952;;2018-10-06 17:30;no;no;1538839156101;
5x5x5;05:23.882;;2018-10-06 17:25;no;no;1538839156101;
5x5x5;04:39.099;;2018-10-06 14:21;no;no;1538815803366;
5x5x5;04:27.520;;2018-10-06 14:13;no;no;1538815803366;
5x5x5;06:04.950;;2018-10-06 14:03;no;no;1538815803366;
5x5x5;04:41.316;;2018-10-06 13:03;no;no;1538815803366;
5x5x5;04:10.571;;2018-10-06 12:52;no;no;1538815803366;
5x5x5;04:47.645;;2018-10-06 12:32;no;no;1538815803366;
5x5x5;05:18.181;;2018-10-06 12:27;no;no;1538815803366;
5x5x5;04:45.283;;2018-10-06 12:21;no;no;1538815803366;
5x5x5;06:15.722;;2018-10-06 12:16;no;no;1538815803366;
5x5x5;05:35.513;;2018-10-06 12:09;no;no;1538815803366;
5x5x5;05:11.166;;2018-10-06 11:54;no;no;1538815803366;
5x5x5;06:04.798;;2018-10-06 11:49;no;no;1538815803366;
5x5x5;05:27.824;;2018-10-06 11:42;no;no;1538815803366;
5x5x5;05:08.477;;2018-10-06 11:36;no;no;1538815803366;
5x5x5;05:41.143;;2018-10-06 11:26;no;no;1538815803366;
5x5x5;04:46.156;;2018-10-06 11:19;no;no;1538815803366;
5x5x5;04:18.544;;2018-10-06 10:25;no;no;1538812159169;
5x5x5;05:39.826;;2018-10-06 10:20;no;no;1538812159169;
5x5x5;03:32.292;;2018-10-06 10:09;no;no;1538812159169;
5x5x5;04:39.178;;2018-10-06 10:04;no;no;1538812159169;
5x5x5;04:31.168;;2018-10-06 09:59;no;no;1538812159169;
5x5x5;04:42.995;;2018-10-06 09:54;no;no;1538812159169;
5x5x5;05:13.726;;2018-10-05 07:23;no;no;1538716240474;
5x5x5;05:57.519;;2018-10-05 07:16;no;no;1538716240474;
5x5x5;05:10.856;;2018-10-04 22:11;no;no;1538675149605;
5x5x5;04:32.984;;2018-10-04 22:04;no;no;1538675149605;
5x5x5;05:31.148;;2018-10-04 21:57;no;no;1538675149605;
5x5x5;05:32.353;;2018-10-04 21:50;no;no;1538675149605;
5x5x5;05:43.733;;2018-10-04 21:44;no;no;1538675149605;
5x5x5;05:09.665;;2018-10-04 21:36;no;no;1538675149605;
5x5x5;05:06.633;;2018-10-04 21:28;no;no;1538675149605;
5x5x5;04:24.803;;2018-10-04 21:22;no;no;1538675149605;
5x5x5;05:31.886;;2018-10-04 21:17;no;no;1538675149605;
5x5x5;05:15.618;;2018-10-04 21:11;no;no;1538675149605;
5x5x5;05:33.682;;2018-10-04 21:04;no;no;1538675149605;
5x5x5;06:42.580;;2018-10-04 20:56;no;no;1538675149605;
5x5x5;04:19.934;;2018-10-04 19:57;no;no;1538675149605;
5x5x5;05:21.575;;2018-10-04 19:52;no;no;1538675149605;
5x5x5;05:23.255;;2018-10-04 19:44;no;no;1538674184076;
5x5x5;05:39.339;;2018-10-04 19:37;no;no;1538674184076;
5x5x5;07:09.732;;2018-09-29 17:33;no;no;1538234197166;
5x5x5;08:11.889;;2018-09-29 17:25;no;no;1538234197166;
5x5x5;10:08.300;;2018-07-18 11:50;no;no;1531905692439;
5x5x5;12:16.416;;2018-07-18 11:39;no;no;1531905692439;
7x7x7;05:52.280;;2019-02-07 16:03;no;no;1549543622101;
7x7x7;05:30.873;;2019-02-07 15:56;no;no;1549543622101;
7x7x7;05:22.013;;2019-02-07 15:46;no;no;1549543622101;
7x7x7;05:43.030;;2019-02-07 15:39;no;no;1549543622101;
7x7x7;05:25.633;;2019-02-07 15:31;no;no;1549543622101;
7x7x7;05:17.238;;2019-02-07 15:24;no;no;1549543622101;
7x7x7;05:47.144;;2019-02-07 15:17;no;no;1549543622101;
7x7x7;05:31.971;;2019-02-07 15:10;no;no;1549543622101;
7x7x7;05:58.323;;2019-02-07 14:07;no;no;1549543622101;
7x7x7;05:48.391;;2019-02-07 13:59;no;no;1549543622101;
7x7x7;05:07.013;;2019-02-07 13:52;no;no;1549543622101;
7x7x7;05:01.849;;2019-02-01 12:59;no;no;1549021974792;
7x7x7;05:40.611;;2019-01-31 15:23;no;no;1548937043315;
7x7x7;06:02.400;;2019-01-31 15:16;no;no;1548937043315;
7x7x7;06:16.196;;2019-01-31 15:08;no;no;1548937043315;
7x7x7;05:47.666;;2019-01-31 14:31;no;no;1548937043315;
7x7x7;05:30.713;;2019-01-31 14:23;no;no;1548937043315;
7x7x7;06:09.508;;2019-01-31 14:12;no;no;1548937043315;
7x7x7;05:43.492;;2019-01-31 14:05;no;no;1548937043315;
7x7x7;05:23.241;;2019-01-31 13:58;no;no;1548937043315;
7x7x7;05:29.225;;2019-01-31 13:50;no;no;1548937043315;
7x7x7;05:41.409;;2019-01-31 13:41;no;no;1548937043315;
7x7x7;05:46.049;;2019-01-31 13:31;no;no;1548937043315;
7x7x7;05:34.114;;2019-01-31 13:24;no;no;1548937043315;
7x7x7;05:59.456;;2019-01-25 21:21;no;no;1548444721244;
7x7x7;05:51.459;;2019-01-25 21:13;no;no;1548444721244;
7x7x7;05:08.503;;2019-01-25 15:13;no;no;1548423227342;
7x7x7;05:27.472;;2019-01-25 15:01;no;no;1548423227342;
7x7x7;05:23.842;;2019-01-25 14:54;no;no;1548423227342;
7x7x7;05:41.229;;2019-01-25 14:47;no;no;1548423227342;
7x7x7;05:45.599;;2019-01-25 14:40;no;no;1548423227342;
7x7x7;05:32.145;;2019-01-24 22:30;no;no;1548362344442;
7x7x7;05:51.071;;2019-01-24 22:23;no;no;1548362344442;
7x7x7;06:31.390;;2019-01-24 22:16;no;no;1548362344442;
7x7x7;05:51.518;;2019-01-24 22:08;no;no;1548362344442;
7x7x7;05:51.308;;2019-01-24 22:01;no;no;1548362344442;
7x7x7;06:25.947;;2019-01-24 21:53;no;no;1548362344442;
7x7x7;06:24.697;;2019-01-24 21:45;no;no;1548362344442;
7x7x7;06:13.909;;2019-01-24 18:07;no;no;1548346781039;
7x7x7;05:56.133;;2019-01-24 18:00;no;no;1548346781039;
7x7x7;05:59.058;;2019-01-24 17:45;no;no;1548346781039;
7x7x7;05:53.013;;2019-01-24 15:32;no;no;1548333437626;
7x7x7;05:58.177;;2019-01-24 15:25;no;no;1548333437626;
7x7x7;05:25.150;;2019-01-24 15:17;no;no;1548333437626;
7x7x7;05:13.491;;2019-01-24 15:09;no;no;1548333437626;
7x7x7;05:44.156;;2019-01-24 15:02;no;no;1548333437626;
7x7x7;06:18.071;;2019-01-24 14:56;no;no;1548333437626;
7x7x7;05:41.558;;2019-01-24 14:48;no;no;1548333437626;
7x7x7;06:08.273;;2019-01-24 14:41;no;no;1548333437626;
7x7x7;06:10.044;;2019-01-24 14:34;no;no;1548333437626;
7x7x7;05:45.666;;2019-01-24 14:16;no;no;1548333437626;
7x7x7;06:09.258;;2019-01-24 14:03;no;no;1548333437626;
7x7x7;05:53.836;;2019-01-24 13:46;no;no;1548333437626;
7x7x7;06:33.655;;2019-01-02 13:20;no;no;1546431235730;
7x7x7;06:38.664;;2019-01-02 11:11;no;no;1546421765855;
7x7x7;06:01.228;;2019-01-02 11:03;no;no;1546421765855;
7x7x7;06:32.245;;2019-01-02 10:56;no;no;1546421765855;
7x7x7;06:04.038;;2019-01-02 10:48;no;no;1546421765855;
7x7x7;05:49.461;;2019-01-02 10:42;no;no;1546421765855;
7x7x7;06:17.473;;2018-12-26 12:00;no;no;1545820197286;
7x7x7;06:10.187;;2018-12-26 11:52;no;no;1545820197286;
7x7x7;06:09.948;;2018-12-26 11:44;no;no;1545820197286;
7x7x7;06:41.681;;2018-12-26 11:37;no;no;1545820197286;
7x7x7;06:20.591;;2018-12-20 13:38;no;no;1545308691198;
7x7x7;06:01.868;;2018-12-20 13:31;no;no;1545308691198;
7x7x7;06:24.343;;2018-12-06 15:19;no;no;1544099610693;
7x7x7;06:21.314;;2018-12-06 14:52;no;no;1544099610693;
7x7x7;06:18.160;;2018-12-06 14:22;no;no;1544099610693;
7x7x7;06:13.738;;2018-12-06 14:09;no;no;1544099610693;
7x7x7;06:41.502;;2018-12-06 13:58;no;no;1544099610693;
7x7x7;06:16.094;;2018-12-06 13:48;no;no;1544099610693;
7x7x7;06:42.694;;2018-12-06 13:41;no;no;1544099610693;
7x7x7;06:22.347;;2018-11-29 15:51;no;no;1543495026090;
7x7x7;06:18.742;;2018-11-29 15:38;no;no;1543495026090;
7x7x7;06:17.441;;2018-11-29 15:23;no;no;1543495026090;
7x7x7;06:55.511;;2018-11-29 15:13;no;no;1543495026090;
7x7x7;05:48.283;;2018-11-29 15:04;no;no;1543495026090;
7x7x7;06:32.687;;2018-11-29 14:57;no;no;1543495026090;
7x7x7;07:01.369;;2018-11-29 13:45;no;no;1543495026090;
7x7x7;06:56.494;;2018-11-28 18:37;no;no;1543322741414;
7x7x7;06:41.916;;2018-11-28 18:29;no;no;1543322741414;
7x7x7;06:18.779;;2018-11-28 18:21;no;no;1543322741414;
7x7x7;06:25.776;;2018-11-22 15:57;no;no;1542892531386;
7x7x7;06:53.140;;2018-11-22 15:46;no;no;1542892531386;
7x7x7;06:49.794;;2018-11-22 15:32;no;no;1542892531386;
7x7x7;06:31.908;;2018-11-22 15:23;no;no;1542892531386;
7x7x7;06:16.679;;2018-11-22 15:13;no;no;1542892531386;
7x7x7;06:09.505;;2018-11-22 14:59;no;no;1542892531386;
7x7x7;05:55.069;;2018-11-22 14:46;no;no;1542892531386;
7x7x7;05:41.331;;2018-11-22 14:37;no;no;1542892531386;
7x7x7;05:54.838;;2018-11-22 14:30;no;no;1542892531386;
7x7x7;06:34.285;;2018-11-22 14:22;no;no;1542892531386;
7x7x7;07:13.849;;2018-11-15 15:39;no;no;1542281832389;
7x7x7;06:31.501;;2018-11-15 15:18;no;no;1542281832389;
7x7x7;06:27.105;;2018-11-15 15:05;no;no;1542281832389;
7x7x7;06:35.648;;2018-11-15 14:51;no;no;1542281832389;
7x7x7;06:44.744;;2018-11-15 14:40;no;no;1542281832389;
7x7x7;06:53.252;;2018-11-15 14:30;no;no;1542281832389;
7x7x7;06:59.484;;2018-11-15 14:02;no;no;1542281832389;
7x7x7;07:01.330;;2018-11-14 17:24;no;no;1542211805438;
7x7x7;06:23.062;;2018-11-14 17:16;no;no;1542211805438;
7x7x7;07:39.191;;2018-11-11 14:39;no;no;1541942982123;
7x7x7;07:18.732;;2018-11-08 21:44;no;no;1541708359670;
7x7x7;07:32.666;;2018-11-08 21:35;no;no;1541708359670;
7x7x7;07:46.204;;2018-11-08 21:27;no;no;1541708359670;
7x7x7;07:02.977;;2018-11-04 16:32;no;no;1541345066524;
7x7x7;06:52.540;;2018-11-04 15:42;no;no;1541341587348;
7x7x7;07:09.559;;2018-11-04 15:33;no;no;1541341587348;
7x7x7;06:40.705;;2018-11-04 11:57;no;no;1541328024238;
7x7x7;07:06.502;;2018-11-04 11:49;no;no;1541328024238;
7x7x7;07:22.119;;2018-10-31 17:48;no;no;1540997911941;
7x7x7;06:41.152;;2018-10-31 17:37;no;no;1540997911941;
7x7x7;07:01.103;;2018-10-31 17:26;no;no;1540997911941;
7x7x7;07:54.803;;2018-10-29 15:58;no;no;1540822183267;
7x7x7;07:44.862;;2018-10-29 15:49;no;no;1540822183267;
7x7x7;08:51.586;;2018-10-29 15:40;no;no;1540822183267;
7x7x7;07:24.846;;2018-10-29 15:30;no;no;1540822183267;
7x7x7;07:34.134;;2018-10-25 21:03;no;no;1540491924091;
7x7x7;07:52.807;;2018-10-25 20:50;no;no;1540491924091;
7x7x7;07:51.838;;2018-10-25 20:33;no;no;1540491924091;
7x7x7;07:33.935;;2018-10-25 18:13;no;no;1540479581434;
7x7x7;08:48.632;;2018-10-25 18:03;no;no;1540479581434;
7x7x7;08:36.777;;2018-10-25 17:10;no;no;1540479581434;
7x7x7;08:55.627;;2018-10-25 16:19;no;no;1540470079608;
7x7x7;08:08.832;;2018-10-25 15:06;no;no;1540470079608;
7x7x7;07:28.856;;2018-10-25 14:43;no;no;1540470079608;
7x7x7;08:03.576;;2018-10-25 14:32;no;no;1540470079608;
7x7x7;08:22.236;;2018-10-23 20:58;no;no;1540319194015;
7x7x7;07:53.572;;2018-10-23 20:45;no;no;1540319194015;
7x7x7;08:34.500;;2018-10-23 20:36;no;no;1540319194015;
7x7x7;08:19.253;;2018-10-20 17:33;no;no;1540048326384;
7x7x7;09:32.458;;2018-10-20 13:39;no;no;1540034926938;
7x7x7;07:26.530;;2018-10-20 12:14;no;no;1540019929328;
7x7x7;09:17.817;;2018-10-20 12:05;no;no;1540019929328;
7x7x7;09:04.164;;2018-10-20 11:54;no;no;1540019929328;
7x7x7;07:18.297;;2018-10-20 10:34;no;no;1540019929328;
7x7x7;08:14.953;;2018-10-20 10:25;no;no;1540019929328;
7x7x7;08:59.690;;2018-10-20 10:16;no;no;1540019929328;
7x7x7;08:33.149;;2018-10-19 18:48;no;no;1539964281805;
7x7x7;08:48.921;;2018-10-19 18:01;no;no;1539964281805;
7x7x7;09:42.157;;2018-10-19 07:10;no;no;1539925024550;
7x7x7;08:20.585;;2018-10-18 20:49;no;no;1539887226729;
7x7x7;08:16.959;;2018-10-18 20:36;no;no;1539887226729;
7x7x7;08:49.551;;2018-10-18 19:27;no;no;1539883039944;
7x7x7;08:48.012;;2018-10-18 19:14;no;no;1539882228343;
7x7x7;08:09.291;;2018-10-18 19:00;no;no;1539864563040;
7x7x7;07:59.902;;2018-10-18 18:50;no;no;1539864563040;
7x7x7;08:47.293;;2018-10-18 18:41;no;no;1539864563040;
7x7x7;08:45.250;;2018-10-18 17:06;no;no;1539864563040;
7x7x7;08:22.400;;2018-10-18 16:43;no;no;1539864563040;
7x7x7;08:17.697;;2018-10-18 16:31;no;no;1539864563040;
7x7x7;07:51.042;;2018-10-18 16:19;no;no;1539864563040;
7x7x7;07:50.892;;2018-10-18 16:00;no;no;1539864563040;
7x7x7;09:08.613;;2018-10-18 15:50;no;no;1539864563040;
7x7x7;08:15.316;;2018-10-18 15:35;no;no;1539864563040;
7x7x7;08:45.710;;2018-10-18 07:13;no;no;1539838967232;
7x7x7;08:49.560;;2018-10-17 21:12;no;no;1539800605495;
7x7x7;09:36.416;;2018-10-17 20:57;no;no;1539800605495;
7x7x7;09:54.471;;2018-10-17 20:45;no;no;1539800605495;
7x7x7;10:51.086;;2018-10-17 20:34;no;no;1539800605495;
7x7x7;09:57.421;;2018-10-17 07:13;no;no;1539752494868;
7x7x7;09:29.620;;2018-10-16 21:44;no;no;1539716566346;
7x7x7;09:58.519;;2018-10-16 21:32;no;no;1539716566346;
7x7x7;11:00.294;;2018-10-16 20:31;no;no;1539713855549;
7x7x7;09:45.922;;2018-10-16 07:10;no;no;1539665948646;
7x7x7;10:45.958;;2018-10-15 07:09;no;no;1539579393872;
7x7x7;09:20.086;;2018-10-14 17:17;no;no;1539528236685;
7x7x7;10:00.157;;2018-10-14 17:06;no;no;1539528236685;
7x7x7;09:12.416;;2018-10-14 16:55;no;no;1539528236685;
7x7x7;09:54.572;;2018-10-14 16:03;no;no;1539515699116;
7x7x7;10:12.712;;2018-10-14 15:51;no;no;1539515699116;
7x7x7;11:44.366;;2018-10-14 13:58;no;no;1539515699116;
7x7x7;09:58.722;;2018-10-14 13:42;no;no;1539515699116;
7x7x7;11:21.796;;2018-10-14 13:27;no;no;1539515699116;
7x7x7;10:08.729;;2018-10-14 12:17;no;no;1539507903708;
7x7x7;10:15.845;;2018-10-14 11:16;no;no;1539507903708;
7x7x7;09:56.398;;2018-10-14 11:00;no;no;1539503726329;
7x7x7;09:52.080;;2018-10-14 10:48;no;no;1539503726329;
7x7x7;11:32.613;;2018-10-14 10:08;no;no;1539503726329;
7x7x7;10:41.454;;2018-10-13 13:38;no;no;1539429982430;
7x7x7;09:53.321;;2018-10-13 13:16;no;no;1539424842954;
7x7x7;10:55.651;;2018-10-13 12:11;no;no;1539424842954;
7x7x7;11:31.267;;2018-10-12 19:20;no;no;1539320567733;
7x7x7;13:23.982;;2018-10-12 19:07;no;no;1539320567733;
7x7x7;11:07.026;;2018-10-12 07:15;no;no;1539320567733;
7x7x7;12:24.237;;2018-10-11 19:04;no;no;1539275868547;
7x7x7;12:24.990;;2018-10-11 18:50;no;no;1539275868547;
7x7x7;13:22.437;;2018-10-11 15:22;no;no;1539258447949;
7x7x7;13:15.203;;2018-10-11 14:00;no;no;1539258447949;
7x7x7;14:49.929;;2018-10-10 21:33;no;no;1539194098847;
7x7x7;12:42.590;;2018-10-10 21:16;no;no;1539194098847;
7x7x7;15:20.748;;2018-10-10 21:00;no;no;1539194098847;
7x7x7;19:59.998;;2018-10-10 20:42;no;no;1539194098847;
7x7x7;21:42.840;;2018-10-10 19:16;no;no;1539188234069;
7x7x7;33:34.094;;2018-10-10 18:52;no;no;1539188234069;
Megaminx;04:52.477;;2019-01-25 17:03;no;no;1548431845380;
Megaminx;05:58.665;;2018-11-17 09:45;no;no;1542443965609;
